7,10,4,5,1
감독의 시선... 연출 업! 도...;;; ,개츠비 길어서 계속 미뤄두고 안봤는데 레오는 역시 영화를 잘 고르는듯나이들어도 멋있는 레오. 로미오와 줄리엣의 청초하고 풋풋한 사랑. 타이타닉에서의 달달하지만 헌신적인 사랑. 개츠비에서는 사람이 사람을 이렇게 사랑할 수도 있구나를 보여줌. 마치 노트북처럼. 안타까운 죽음이 결론이라는게 더욱 슬픔. 화려함 속에서도 혼자였고. 죽음이후엔 더더욱 혼자인 듯해서 마음이 저려온다 ,누가 베놈 입에 모터 달았냐... ,평점이 높아서 봤지만저는 별로네요중간에 졸았네요밋밋한 느낌이고 돈 주고 보고 싶진 않아요 ,중반까지 전개느림 별내용도아닌데 너무오래 질질끔전투씬절번은 모래에가려서 볼거도없고 사막영상은 다큐멘터리보다 못함후반부에 볼만해지려고하니까 영화끝남 
